,mod,wt
107302,4,550
107301,1,5
107308,2,68
145851,2,44
145850,1,1
145853,1,2
145852,1,83
145855,1,1
145854,2,1
145857,1,1
145856,1,59
145859,1,2
145858,2,1
92388,2,1171
88531,2,1
88530,2,1172
88535,2,350
88536,2,8
89728,2,20
98699,0,69
98698,3,1173
98691,0,35
98693,2,13
98692,0,13
98695,2,213
98694,0,35
98697,0,135
98696,2,13
101222,1,1
101223,0,346
101220,0,12
101221,0,834
101226,2,76
101227,0,3
101224,2,635
101225,0,1
101228,2,44
101229,0,3
130143,1,1
130142,0,1
130141,2,30
130147,1,3
130146,1,1
130145,1,1
130144,0,12
130149,1,5
130148,2,1174
94938,0,3
2681318,1,5
87237,0,156
2681317,1,5
85590,2,67
85591,2,226
85594,2,1175
85595,1,1
85596,2,162
98527,2,7
94939,0,116
98525,0,3
98524,1,3
98523,0,1
98522,0,10
87236,2,19
92274,2,1176
98529,2,1
98528,0,1
85178,19,1177
101911,1,5
101912,2,1
101913,0,12
101914,1,12
101915,2,9
101916,1,12
101917,2,9
101918,1,3
101919,0,21
105219,1,5
105218,1,5
105217,2,44
105216,50,498
105215,2,44
105214,17,5
105213,0,2
105212,0,1
105211,0,12
105210,0,12
1087982,1,2
1087983,0,52
1087984,1,5
1087989,2,1
820904,2,1
95569,0,1085
87232,0,36
87231,0,36
91794,80,991
108568,1,5
108569,1,2
89668,2,9
89669,0,3
108560,1,2
108566,2,7
108567,1,2
1500655,0,346
85171,2,2
218926,1,2
218927,1,1
218924,2,1
218925,1,2
218921,1,2
94336,2,90
94935,0,1
87379,0,12
87520,1,1
94936,3,232
85538,2,845
88202,3,13
88208,2,5
85532,2,1178
100638,0,21
100639,1,30
85533,3,249
100633,2,44
85536,1,2
85534,0,12
85535,1,2
2453653,0,1
90574,0,1179
90575,0,3
89285,3,407
90577,0,12
90570,0,1061
90571,3,678
90573,16,142
90578,0,12
90579,0,12
89523,2,337
96802,0,201
96803,2,1
96800,0,12
96801,2,475
96806,2,1180
96807,2,668
96805,0,3
96808,0,22
96809,2,13
91628,2,141
91717,2,42
104246,1,1
104245,0,21
2620924,1,5
856345,2,1
95333,1,1
111094,1,1
111095,1,2
111096,1,2
111097,0,12
111091,2,68
111092,1,2
111093,2,1
94981,2,1
94983,0,13
94982,0,22
111098,1,59
111099,1,1
94987,2,271
104249,2,68
104248,0,35
89676,3,284
89671,2,90
89670,0,3
89673,2,1181
89672,2,1182
91771,2,1
91770,2,1183
91716,0,12
2760668,1,83
91773,2,1184
91772,1,2
91775,2,1
91774,2,144
91777,2,57
2760669,1,1
91776,2,42
92343,2,851
91778,2,13
88319,2,13
117931,1,2
117930,0,52
117933,1,1
117932,1,1
117935,1,5
117934,1,2
117937,2,68
117936,1,83
117938,0,803
92910,2,290
92911,2,7
92912,2,17
92913,3,1185
92916,2,7
92917,3,678
92918,1,5
92919,36,1186
96150,2,1187
110059,1,5
110058,0,1
110057,1,2
110056,1,5
110055,1,5
110054,2,1188
110053,2,30
104328,0,12
104329,1,1
93069,2,13
93068,3,64
104322,2,30
94839,0,22
98321,2,30
98320,2,1189
98323,0,12
98322,0,12
98325,1,3
98324,2,13
98327,2,808
98326,2,13
98329,0,3
98328,2,432
94361,2,721
94360,0,22
105059,1,1
105058,17,1190
105055,1,2
105054,1,5
105057,2,2
105056,2,1
105051,0,1191
105050,0,21
105053,2,1
105052,1,5
107567,1,2
107566,2,30
107563,2,1
107560,2,631
102582,2,7
102583,0,21
102580,1,1
102581,0,21
102586,0,3
102584,3,949
1520696,1,2
94362,0,1
105587,2,68
105586,1,1
105585,1,2
105584,1,2
105583,0,10
105581,1,1192
105580,1,2
93733,3,522
105589,1,2
105588,0,74
94365,2,348
107691,2,30
107690,2,1
107693,17,2
107692,1,5
107695,20,177
107694,1,2
107696,1,5
107698,1,1193
94489,0,1041
98813,2,9
98812,2,76
98817,1,2
98816,0,1194
98815,2,1195
94367,7,5
86877,0,3
106089,1,1
108768,1,2
108769,0,36
94366,2,13
106088,2,1
87009,2,1196
108760,1,2
108761,1,2
108762,1,2
108763,1,1
108764,0,44
108765,1,5
108766,1,1
108767,1,1
91123,2,1197
86870,2,632
86871,0,1
91125,2,151
102054,2,13
102055,2,189
102056,0,10
102050,0,10
102051,0,21
102053,0,1
102058,0,12
102059,0,3
89455,0,35
99477,2,44
106085,2,68
106084,2,68
106779,97,1198
106778,2,68
91038,0,519
91039,2,13
106775,2,1
106774,0,1199
106777,1,83
106776,2,1
106771,1,83
106770,2,0
106773,0,10
106772,0,12
92147,2,7
99455,0,69
96164,0,22
99451,0,22
94487,2,25
99452,0,69
99453,0,12
109499,1,1
109498,0,12
102970,1,2
109491,1,2
109490,1,5
109493,0,52
109492,1,2
109495,1,5
109494,1,3
109497,31,1
109496,1,5
96166,2,13
91380,0,1200
105879,2,68
105878,1,5
105874,2,68
105873,2,1
105872,3,296
105871,2,7
105870,2,259
95813,0,3
91381,69,772
94483,2,13
97699,1,3
100342,0,3
100343,1,1
100340,2,13
100341,0,3
100346,0,21
100347,0,3
100344,0,21
100345,2,61
100348,0,3
100349,2,13
110930,1,1
110932,2,1
110936,1,2
98131,2,139
98132,3,294
97602,0,1
98133,0,12
91384,1,1
94929,2,274
86942,3,693
86943,2,204
86940,2,13
86941,0,52
86944,2,154
86945,0,12
98138,0,52
86948,2,13
86949,2,44
856791,1,2
100966,1,5
100967,0,10
100964,3,1201
100965,3,2
100962,98,22
100963,3,2
100960,0,1202
100961,3,2
100968,2,1
100969,1,309
89459,0,12
104045,1,1
104044,2,13
104047,2,1
104046,1,1
104041,2,68
104040,1,5
104043,1,5
104042,3,567
104049,2,2
104048,1,1
96263,2,90
94562,2,1203
94968,2,13
93012,2,20
87300,2,9
87307,2,1204
87306,0,15
97692,1,62
86514,2,1
93819,2,588
93198,0,3
97693,2,30
97694,2,1
93165,2,154
97695,2,3
2620807,1,3
94273,0,105
88327,2,302
95816,4,39
91785,2,42
97038,2,2
86162,2,7
86163,2,485
86164,0,1
86165,2,1205
86169,0,1
91783,3,35
97030,0,22
97031,2,9
97032,2,1
88234,0,1206
88235,2,1207
98821,0,12
96219,2,7
96218,0,3
96217,3,339
96215,3,268
96214,2,184
96213,0,135
96212,0,12
96211,2,9
103081,1,3
103082,0,12
103083,0,21
103084,2,9
103085,0,21
103086,2,14
103087,2,1
103088,2,9
103089,0,21
88908,2,154
899484,2,68
100649,0,21
100648,0,1
92479,2,1208
89363,0,105
89362,2,13
89361,0,36
89369,2,66
899483,1,2
103558,0,11
103559,2,9
92472,3,1072
103553,0,12
103551,2,14
103556,2,13
103557,1,12
103555,2,13
95018,0,3
86758,3,1209
91626,8,364
86395,2,200
97168,0,22
97169,0,1210
97166,0,48
97164,1,1
97165,2,19
97162,0,1
97163,0,35
97160,2,50
99308,2,919
99300,0,708
99301,0,1211
99302,1,2
99304,17,1190
99305,0,36
99307,2,44
98619,2,7
88016,2,240
88017,0,22
88014,0,35
88012,44,5
88018,46,811
86659,0,52
212830,1,2
92781,0,22
92780,2,1
92783,2,100
90307,8,364
90306,2,1212
90305,2,19
90304,2,18
90303,59,619
90302,0,3
90301,2,151
90300,2,234
92785,2,35
90309,3,1084
92787,2,79
92786,0,1
97089,0,36
95956,2,3
148485,2,1
148484,2,1
94534,0,36
94535,2,95
94536,0,233
94537,2,22
94530,0,1
94532,13,468
94533,2,189
94538,2,7
94539,2,13
97944,1,5
97945,2,1213
97942,0,13
97943,15,329
111685,1,1
111684,0,82
111687,1,2
111686,1,1
111681,1,2
111680,0,36
111683,1,12
111682,0,1
111689,0,36
111688,1,5
111539,1,2
111538,1,5
111537,1,2
111536,1,2
111535,1,2
111534,1,1
111533,1,2
107888,2,68
107889,1,5
107884,2,1
107885,1,59
107886,2,68
107887,1,2
107880,1,1
107883,1,2
110488,0,1
110489,2,1
110480,0,229
110481,2,1
110482,1,5
110483,1,472
110484,0,1
110485,0,3
110486,2,68
110487,2,30
95327,2,1214
92895,2,1215
92894,2,53
92897,2,13
92891,2,53
92890,1,2
92893,2,935
92892,2,53
2503240,0,12
107202,1,5
2672207,2,1
104283,3,1
104282,3,1
104281,0,229
104280,0,1
104287,2,44
104286,1,3
104285,1,5
104284,0,10
104289,2,13
104288,2,259
88941,2,1216
107203,0,1217
97887,1,3
99849,2,79
99846,2,102
99845,2,5
94961,2,437
99843,0,12
99842,0,21
99841,2,3
99840,2,1218
96374,2,102
105628,0,12
105629,0,12
616869,1,2
105622,99,1219
105623,0,10
105621,2,68
105626,2,68
105627,2,1220
105624,2,664
105625,2,76
96370,0,3
1436643,0,52
96373,3,232
94680,0,105
1283337,1,59
96352,0,22
97365,1,12
94681,2,290
85166,2,461
98912,0,36
97725,0,12
97367,3,2
94900,0,22
107715,1,2
107717,1,5
107713,2,1148
107718,1,83
94907,2,274
95951,0,35
94906,2,382
94909,3,356
93784,2,338
112228,1,5
112229,1,2
112226,1,1
112227,0,1
112224,2,1
112225,2,1
112222,1,2
112223,2,21
112220,1,83
112221,1,59
94202,2,8
94201,0,50
94206,1,3
94207,0,156
94204,1,2
95568,2,69
94205,2,100
97363,0,3
97206,3,352
108139,1,2
108138,1,2
108131,7,5
108130,0,36
108135,1,5
108134,1,5
108137,1,2
108136,1,5
95950,2,76
91889,2,97
184314,2,1
110768,1,5
92545,2,935
96975,0,69
103718,2,583
103719,2,206
111944,1,5
111945,2,2
111942,0,12
111943,1,83
111940,1,1
103710,3,525
103711,2,1
103712,2,0
103713,2,259
103714,0,21
103715,0,1221
111948,1,5
103717,0,1222
145745,2,1
145744,1,5
145747,0,1
110766,1,5
145740,1,2
145743,2,2
110761,2,30
145749,1,5
145748,2,1
110760,1,2
101712,0,1223
101713,0,21
101710,2,7
101711,0,287
101716,0,12
101717,2,30
101715,2,30
93434,3,1224
101718,17,1190
101719,0,69
92543,1,2
109266,1,1
109267,2,1
109264,1,2
109265,1,2
109262,2,30
109263,1,59
109260,1,1
109261,0,12
109268,1,5
109269,1,30
93438,3,2
93439,0,48
92542,1,2
92540,2,798
103754,1,1
103755,2,50
103756,2,30
103757,2,1
103750,0,1
103751,2,1
94710,0,1
103752,2,76
103753,1,2
94714,0,49
94715,0,49
94716,2,1225
85608,21,1226
85609,2,1227
111902,2,68
111903,2,1
111906,0,52
111907,2,1
111904,1,5
111905,1,2
626454,1,2
1087692,2,1
1087693,1,2
1087691,1,59
1087696,48,1228
1087697,48,2
1087694,48,1229
1087695,1,5
1087698,0,131
1087699,1,5
108858,1,5
108859,1,5
89978,2,104
108852,1,5
108853,1,5
108850,1,83
108851,1,5
108856,1,5
108857,1,5
108854,1,83
108855,1,5
87113,2,130
87116,1,5
87114,42,1230
87115,2,1231
96162,0,105
85829,2,1232
85323,2,664
85820,2,204
85821,1,2
145640,1,83
85823,2,931
87939,2,204
85824,3,1233
105974,0,10
85825,3,1234
93153,2,40
85826,0,3
85827,1,5
94346,2,242
86644,0,22
86641,1,1
86640,2,1235
86643,2,53
86642,2,9
88737,3,35
88735,3,2
87933,0,52
88733,0,105
88732,0,105
88731,3,64
88730,2,1236
87934,2,1237
88739,2,128
87935,1,1
2539865,0,3
90365,0,156
99648,0,12
105978,1,2
105979,2,1
98870,2,1238
98958,0,44
93152,3,858
99378,3,204
98959,2,44
625833,1,2
96406,0,105
96407,0,1
96404,1,2
96402,0,48
96400,1,2
96401,3,339
94318,2,128
94319,2,488
90808,0,12
90809,0,12
2771248,2,30
2771249,1,5
118318,1,1
118319,2,1
118310,0,12
118311,2,1
118313,1,1
118314,2,1
118315,1,1
118316,1,1
118317,1,1
96372,1,2
99539,3,567
99538,0,1
99533,0,1
99532,2,50
99531,1,7
99530,0,3
99537,0,12
99535,0,21
99534,2,14
97467,0,12
97466,2,30
97465,0,1239
97464,0,10
97463,2,13
97462,2,13
97461,1,5
97460,1,76
88871,1,1240
97469,0,1241
97468,1,3
90117,15,840
90114,2,9
90112,2,51
90113,2,9
90110,2,542
90111,2,1195
89970,3,1242
90118,0,1243
90119,0,691
95199,2,1244
95198,2,37
95194,0,105
95197,2,7
95196,0,203
95190,0,22
95193,3,1245
95192,0,22
2365621,0,3
91735,0,12
98956,0,50
85878,2,13
145834,2,1
92778,3,2
98954,0,1246
92779,1,2
90001,0,3
92774,2,53
95048,2,379
91746,2,1056
92775,2,240
98955,0,357
92776,3,285
92777,0,233
92771,2,398
91443,2,13
91442,2,139
91447,0,233
91446,2,878
95040,0,12
95046,2,2
98868,1,427
87865,2,90
91991,2,1247
91993,2,80
91994,54,309
91996,2,127
91999,23,199
110564,1,5
110563,0,12
110562,0,10
110561,1,5
110560,2,1
96677,3,420
93598,2,90
93597,0,3
93596,2,348
107956,0,287
93594,3,435
93593,0,50
93592,2,475
87061,2,677
93590,2,13
85871,3,1248
91747,2,57
90982,41,1
98618,0,69
93067,2,128
89943,2,1249
111718,2,44
183479,1,1
88421,0,112
107957,1,2
101998,2,1250
101999,2,1251
104748,1,1
104749,2,1
104742,2,76
104740,0,12
104741,2,1252
104746,3,89
104747,0,1
104744,0,1253
104745,0,21
105297,1,2
105296,1,1
105295,2,204
105294,2,1
105293,0,1
105290,81,1254
86560,2,196
105299,1,2
105298,2,7
94340,2,588
106676,1,540
106677,1,2
106670,1,2
102745,0,12
102746,0,21
102747,0,5
102741,2,1
102742,0,36
102743,0,1
102748,2,1255
1087907,0,12
112079,1,5
112078,1,5
112077,2,1256
112076,2,1
112075,0,1
112074,1,2
112073,2,44
112072,1,2
112071,2,1
85394,2,304
89885,0,1
89684,3,2
2804672,1,5
2804673,2,1
2804676,2,0
97319,3,2
2804677,1,1
2804674,1,2
2804675,1,1
107107,2,1
107106,2,30
107101,2,30
107102,1,83
92953,2,57
109653,1,2
109652,1,5
109651,1,5
109650,1,1
109657,1,5
109655,0,1257
109654,1,5
88539,2,16
88538,2,13
109659,1,2
109658,1,2
91259,0,14
2797292,2,1
85389,19,1177
95856,0,12
94291,7,5
93328,2,90
94290,0,1258
94803,2,42
94293,1,2
103909,3,2
103908,2,2
88288,95,1259
103901,2,8
103900,2,9
103903,2,90
103902,0,346
103905,0,69
103904,0,21
103907,2,206
103906,0,82
94297,2,7
108306,2,2
108307,1,1
108304,1,83
108305,1,2
108302,1,2
108303,1,2
108300,1,5
108301,1,2
96430,0,3
86695,100,1260
108308,1,2
108309,1,2
91672,0,12
2675749,1,5
86699,2,228
86252,2,935
86253,2,1
86256,3,1261
86257,3,1261
86254,0,158
86255,2,7
86258,2,1103
86259,3,1262
93063,8,1263
2671723,2,1
101503,0,1264
101502,0,1264
101501,2,2
101500,0,35
101507,2,1265
101506,2,14
101505,1,2
101504,0,12
101509,0,1
101508,3,303
99936,0,3
86878,0,3
94124,0,12
94123,0,105
94122,0,35
94121,0,105
98892,2,1
85382,0,3
85385,2,1266
99439,0,3
90637,2,1146
90636,2,1079
90635,8,97
106203,2,68
90632,2,552
110040,1,1
91527,2,79
90631,2,1267
110041,2,68
90630,2,1
110042,1,5
110043,1,59
85387,24,762
110044,1,5
110045,1,83
110046,0,22
85386,15,358
2403421,2,13
93052,1,5
94094,2,1
93050,2,13
2808293,2,1
93056,0,1
99934,0,131
104314,1,83
104317,1,1
104319,3,567
111018,1,2
111019,1,2
104318,2,1
111014,1,5
111015,1,5
111016,0,12
111017,1,2
111010,2,1
111011,0,36
111012,1,2
111013,1,83
110764,1,5
110767,1,5
110762,1,5
96845,3,1245
104834,1,1
104835,0,1
99778,0,12
112677,2,1
112671,1,5
112670,2,1
104832,2,14
104833,1,2
90981,0,52
91667,3,35
91666,101,1268
97318,6,87
91665,2,42
91664,2,1269
99434,0,12
91663,2,802
106229,0,12
91662,2,57
106360,0,5
106228,2,1
92998,2,9
92999,0,10
92990,0,105
92991,0,105
92993,2,19
92994,2,1270
92995,2,19
92996,0,7
92997,2,9
96670,0,12
96673,2,13
91707,3,522
96675,0,204
96674,2,9
106224,2,664
215806,1,2
89815,2,9
95323,2,25
89811,2,1271
89810,3,162
2797290,1,5
89813,3,1272
90368,0,3
85646,0,1
98891,2,2
98890,1,3
94129,2,290
102502,0,1273
102503,3,2
102500,2,1
102501,1,3
102506,0,378
102507,0,1274
102504,0,21
102505,1,5
102508,2,1
102509,0,36
90639,2,228
90638,2,215
104838,1,2
104839,2,30
2516136,1,1
112675,1,5
112674,0,36
104836,0,1
112676,2,1
104830,1,5
104831,2,1
112673,2,1
112672,2,1
85627,2,485
85624,2,660
98351,1,2
97841,2,7
95656,0,3
95657,0,3
95654,1,1
95655,3,1275
95652,3,1058
95653,2,104
93041,0,1
98358,2,1276
99760,0,3
99761,2,76
99766,0,21
99767,0,1277
95658,2,982
95659,0,12
109413,2,30
109415,1,5
109414,1,1
109417,1,2
109416,1,2
109419,2,1
109418,1,59
85623,2,9
96025,2,13
145838,2,1
106998,0,1278
106990,1,83
106993,1,5
106992,1,1
106995,1,5
106994,3,2
106997,1,2
106996,1,5
107023,0,12
107020,0,10
107021,1,5
107026,1,5
107027,1,5
107024,2,1
107025,1,5
92569,0,3
92568,2,153
99764,0,22
99231,2,475
99765,0,21
103385,2,1
85705,21,1279
92385,43,389
92386,2,391
92381,2,1280
92380,2,13
92389,2,13
85707,2,1281
93090,2,9
85706,0,34
101079,1,2
101078,0,35
101073,2,13
101072,0,3
101071,0,1
101070,2,1
101077,2,13
101076,1,5
101075,2,1
101074,0,33
97376,2,242
97375,2,166
85700,2,413
92734,2,9
90138,2,159
87572,2,153
98664,0,12
98400,0,48
98401,0,48
98402,0,1282
98403,0,12
98404,0,1
98405,0,47
98406,0,1283
98407,2,13
98408,0,12
98409,0,12
98665,0,3
98588,0,1
105318,1,2
105319,2,9
105312,1,5
105313,1,1
105310,2,259
105311,1,1
105316,2,68
105317,2,68
105314,2,1
105315,1,1
2764179,1,1
86472,2,13
86473,15,1284
86470,2,106
86471,89,1068
86476,21,179
100852,1,2
85709,1,1
96321,2,9
93386,2,1021
137734,2,1
85708,2,380
89934,2,336
104387,1,2
108409,2,68
108408,2,68
108401,38,1285
108400,1,2
108405,1,5
108404,1,5
108407,2,68
108406,1,1
91025,2,30
90132,0,1
89055,2,1286
89057,46,450
89058,2,5
931616,3,1
85929,2,67
85925,94,1287
2011405,2,1288
103008,0,3
103009,0,1
98904,0,1
103000,2,30
103001,0,21
103002,0,22
103003,0,12
103004,0,10
103005,0,12
103006,1,2
103007,1,1
91304,2,7
93383,2,709
109756,2,1
109757,1,2
109754,1,1
109755,1,5
109752,1,5
109753,1,1
109750,1,5
109751,1,83
109758,102,1
109759,1,5
92563,3,729
91021,16,1289
92565,0,47
91302,0,495
620666,1,2
107682,0,21
92567,2,139
107683,2,30
92566,2,276
107680,1,5
91020,0,2
107681,1,5
107686,1,2
107687,1,83
107684,1,2
206187,2,1
107685,1,2
91023,0,35
87158,2,44
89201,3,706
107689,1,5
91022,2,1290
88096,2,7
88094,0,156
88095,2,7
88092,0,1291
88091,4,550
100063,1,12
100062,2,1
100061,2,1
100067,0,1
100066,0,3
100065,2,22
100064,2,13
100069,0,35
100068,3,89
100717,0,3
91307,0,3
90431,0,12
90434,2,13
90437,3,332
90436,2,69
90439,2,388
91308,0,1
87576,0,15
815037,1,5
94283,2,13
98822,2,14
98820,0,3
90389,2,8
90386,3,222
90385,2,65
90384,2,9
90383,2,3
90382,2,1292
90381,3,310
101330,1,1
101331,0,3
101332,2,1
101333,0,21
101335,1,3
101336,2,274
101337,0,3
101338,0,1
101339,7,1
94281,3,161
99631,0,12
98829,0,10
91376,0,3
85290,1,2
91223,2,19
97617,0,36
96715,2,1
91731,2,1157
111609,1,5
111608,2,68
111605,1,3
111604,2,68
111607,1,30
111606,1,2
111600,1,83
111603,1,2
111602,1,2
95269,0,3
95267,3,674
95266,2,382
95265,1,83
95264,2,13
95263,0,3
95262,2,13
95261,0,131
95260,2,50
107565,2,68
89317,2,706
107564,1,83
96712,0,3
95843,15,298
95842,0,44
95841,0,3
95840,2,44
92819,2,127
92818,0,1
95845,2,7
95844,1,1
92815,0,1293
92814,0,12
92816,2,100
92811,0,13
92810,1,1
92813,0,12
2012204,2,931
104209,2,13
104208,0,21
104203,0,1294
104207,0,120
104206,2,1
104205,2,68
104204,0,1
104880,0,1
110264,1,83
110265,2,1
110266,0,36
110267,1,2
110260,2,13
110261,1,1
110262,0,22
110263,0,52
110268,1,5
110269,2,30
104886,1,5
90250,2,1133
98718,1,2
105159,2,1
105150,3,2
105151,3,2
105152,1,5
105154,1,2
105155,1,2
93852,3,1295
93853,0,116
93850,2,13
93851,8,96
92429,2,1296
93854,2,128
107798,2,68
107795,1,2
107792,0,10
107793,1,5
94046,2,57
89208,2,25
89859,2,313
94163,2,1297
89858,1,5
96448,2,274
94162,1,2
108647,1,12
108646,2,44
108645,2,1
108644,1,1298
108643,1,2
108642,1,1299
108641,2,68
108640,1,5
108649,0,30
108648,0,1300
94040,2,13
99810,3,1301
1443879,0,192
94161,1,2
96948,36,314
94041,2,7
102313,2,9
102311,0,1
102310,3,2
102317,1,5
102316,0,21
102315,0,12
102314,0,12
102319,0,455
102318,2,1
96944,0,3
87147,3,1302
87010,1,1
1431594,1,2
87146,2,13
87141,0,1
91028,0,1303
91173,0,22
91172,2,3
91177,0,309
91176,2,1304
98885,2,1
91027,2,13
87149,2,1305
109594,1,5
109595,1,59
106540,2,664
109597,1,2
109590,1,2
109591,0,287
109592,1,5
109593,2,30
91289,2,42
106548,1,2
106549,1,2
102598,2,1306
183480,1,5
94351,2,1238
94352,0,1307
94354,1,3
94355,0,1308
94356,0,1308
94357,2,13
105932,2,68
105933,1,5
105930,1,5
105931,1,1
105936,1,2
105937,1,5
105934,2,68
105935,1,1
92488,3,692
92489,3,35
92482,2,13
92483,0,3
92480,0,36
92487,2,18
92484,3,284
91825,0,233
89437,2,338
91827,3,1072
91826,2,13
91821,3,820
104475,2,259
89436,3,1309
91829,0,690
89435,2,1310
86592,2,13
89432,2,189
100260,1,2
100263,2,1
100262,0,1
100265,2,1
100264,2,1
100267,2,13
100266,3,1311
100269,2,9
100268,2,276
89430,2,91
90847,2,196
104716,1,83
93388,103,1312
93389,2,19
94605,104,1313
145710,1,5
100887,1,2
100886,2,427
100880,0,10
100883,0,3
100882,2,1
100889,0,1
100888,3,519
93463,2,1314
93462,3,715
93461,2,437
93460,0,105
93467,0,131
93466,2,798
101138,0,1
101139,2,7
101132,2,1
101130,0,12
101131,2,13
98232,1,1
98231,0,12
98230,0,12
98236,2,5
98235,0,22
98234,2,13
98239,0,36
98238,0,12
94600,2,1203
104711,1,2
87260,2,8
87262,2,1315
87263,0,1316
91547,0,3
1087618,1,5
1087619,2,265
1087612,0,10
1087613,0,10
1087611,2,1
95821,2,14
87192,2,251
87193,1,1
87190,2,7
87191,0,1
87196,2,7
87195,2,18
87198,2,13
87199,2,1317
85392,2,36
97459,0,131
96587,0,52
90476,2,739
95820,23,1318
94984,1,1
219617,1,1
219616,1,5
90470,2,204
219618,1,1
2621078,1,2
2621077,1,5
2621076,2,1
2621075,1,5
2621074,1,59
811228,2,1
89798,0,22
89799,2,154
89792,2,65
89790,2,977
89796,2,9
89797,0,192
89794,2,90
104374,1,5
89240,0,105
89241,3,1311
89242,3,1319
89244,0,1
89245,1,5
89246,2,1320
89247,15,302
89248,31,2
98882,0,36
103219,0,12
103218,2,14
103211,0,35
103210,2,1
103213,1,5
103215,2,13
103214,0,1
103217,1,1
103216,0,12
99577,0,1
92598,0,333
99574,0,21
95908,0,22
95909,2,13
88113,2,9
88112,2,30
88117,2,335
88116,0,1
88115,105,1321
97759,2,1
97758,1,2
88118,0,3
92591,2,542
100746,0,12
100747,0,3
100744,0,1
100745,84,1322
100742,0,3
100743,0,22
100740,0,21
100741,0,1
149289,2,1
100748,2,1
100749,2,1323
98883,2,22
95449,2,1324
95448,0,3
95447,2,9
95446,2,7
95445,2,90
95444,0,50
95443,2,1325
625847,1,1
95441,0,10
95440,0,10
98495,2,13
86550,2,1326
96584,0,3
88744,2,13
88745,2,7
88742,2,290
145807,1,59
88743,2,127
88741,0,12
2395625,31,1327
96938,1,13
96939,2,51
96936,0,3
96937,0,3
96934,0,12
96935,2,13
96932,2,13
96933,2,76
96931,2,204
90198,2,261
90199,0,3
90196,0,3
90197,106,1328
90194,3,858
88749,2,1197
90192,0,105
90190,2,206
90191,0,105
145721,2,1
95374,0,12
107163,1,5
145727,1,1
110905,1,1
145801,1,5
145726,1,2
99949,2,1
145725,2,2
145659,1,2
92132,2,139
92041,2,276
92136,2,7
92137,3,1072
107160,2,14
110879,2,8
110878,0,1
110875,1,2
110874,1,5
110877,1,59
110876,2,2
110873,2,68
111479,1,5
111471,1,2
107969,1,5
107968,2,128
107962,1,1
107961,2,44
107960,1,5
107966,1,2
95027,2,3
145644,2,0
93269,0,144
93268,2,237
93265,2,9
93264,3,567
93267,2,14
93266,2,290
93261,0,3
145645,2,1
93263,2,1
98039,0,91
98038,2,128
98035,1,1
98037,0,1
98031,0,50
98030,2,352
98033,3,234
98032,2,1
89656,2,9
98258,2,9
149703,1,1
118116,1,3
118117,1,2
118114,1,2
118115,1,1
118112,1,5
118113,1,1
118110,2,44
118111,0,12
118118,1,5
118119,0,1
104438,2,1
104439,2,91
104430,2,68
104431,2,68
104432,1,2
104434,2,1
104435,1,1
104436,2,76
106368,2,44
106369,1,1
102872,3,1
102873,2,3
102870,0,1
102871,2,204
102876,0,52
102877,0,1
102874,1,3
102875,2,7
102878,17,2
102879,1,5
145641,1,2
145642,1,1
86474,2,290
145643,0,1
102294,0,1
102295,2,76
102292,0,12
102293,0,1
102290,2,13
102291,0,10
99070,2,393
99076,2,7
99077,0,1
99074,2,9
98544,2,104
112348,1,5
112345,2,1
112344,2,1
112347,0,21
112346,1,5
112341,1,68
112340,2,68
112343,0,21
112342,2,1
102124,0,12
102125,0,35
102126,1,1
102127,1,1
107189,1,5
107188,1,5
92708,2,851
104980,1,1
104987,1,2
104988,0,346
104989,0,12
109961,3,41
109960,1,2
109963,7,1
109962,0,1
109965,1,2
109964,2,1
109967,1,5
109966,1,5
109969,1,5
109968,0,803
108389,20,1
108384,1,5
108382,1,1
108383,1,2
108380,1,5
108381,1,5
103457,1,5
103456,2,13
103455,0,1329
103454,0,21
103453,0,21
103452,1,1
103451,2,30
103450,0,346
103459,1,5
103458,1,2
111865,1,2
111867,0,82
111861,1,2
111860,0,12
111863,1,2
111862,1,2
91322,0,105
91320,2,380
91321,0,22
111868,1,5
94581,2,13
103981,1,2
109384,0,12
109387,1,5
109386,0,1
109381,0,22
109380,1,5
109383,1,1
109382,1,5
103988,2,30
109389,0,10
109388,1,5
2533674,2,57
1094496,2,65
92701,2,30
101589,0,3
101588,2,2
101583,0,21
101582,0,11
101581,0,10
101580,2,1
101587,0,1
101586,2,7
101585,0,12
101584,0,3
92700,2,127
109032,1,83
109031,1,5
109030,1,1330
100184,0,2
100185,0,35
100186,0,1
100180,2,1
100181,1,3
100182,2,7
100183,0,3
93311,2,151
86347,2,935
100188,1,30
100189,0,3
93310,0,22
93313,0,3
91876,2,20
93312,2,437
92702,1,1
93235,0,192
92705,2,13
92704,1,2
87461,0,1331
94435,2,226
94434,0,12
94437,61,644
931122,1,1
931123,1,2
931120,2,1
931121,1,1
931124,0,1
931125,1,5
94431,2,488
94695,0,47
93078,2,1332
94691,1,3
1855418,1,5
94690,2,7
94693,2,13
94692,2,1333
87015,1,2
87012,2,30
91189,1,2
94582,2,13
86764,1,2
86765,2,1334
86762,2,40
86763,2,40
86760,4,1151
86761,0,1
104463,2,30
104462,0,1
118143,2,1
118142,1,1
104467,1,2
104466,2,1
118147,1,5
85924,0,1335
104464,2,189
92655,2,37
85920,2,487
87545,2,1336
93072,2,289
89165,2,57
89164,1,993
89167,2,237
